measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Mexico,Male,Age-standardized,HIV/AIDS,Rate,1990,4.626141197326184,4.694339000688016,4.562810983247027
Deaths,Mexico,Female,Age-standardized,HIV/AIDS,Rate,1990,1.3393510198599021,1.3610645535139783,1.3178055033151204
Deaths,Mexico,Both,Age-standardized,HIV/AIDS,Rate,1990,2.9297175369143793,2.9649045028334293,2.897150452033118
Deaths,Haiti,Male,Age-standardized,HIV/AIDS,Rate,1990,47.9775098687441,96.1438958046658,25.51518208764675
Deaths,Haiti,Female,Age-standardized,HIV/AIDS,Rate,1990,51.46880810656608,97.5971833479209,29.027643339953173
Deaths,Haiti,Both,Age-standardized,HIV/AIDS,Rate,1990,49.83694835987946,95.13324343113906,27.44706937527466
Deaths,Viet Nam,Male,Age-standardized,HIV/AIDS,Rate,1990,0.6353675429396052,1.091191698535793,0.36218556266386115
Deaths,Viet Nam,Female,Age-standardized,HIV/AIDS,Rate,1990,0.2035353427498254,0.27704970456410305,0.15488258120284085
Deaths,Viet Nam,Both,Age-standardized,HIV/AIDS,Rate,1990,0.40608645043054703,0.653969582521148,0.25418734037276214
Deaths,Bhutan,Male,Age-standardized,HIV/AIDS,Rate,1990,1.3703020453247394,8.463354634997291,0.02935624544060182
Deaths,Bhutan,Female,Age-standardized,HIV/AIDS,Rate,1990,0.5810382217667397,3.754145922468418,0.012698109989535076
Deaths,Bhutan,Both,Age-standardized,HIV/AIDS,Rate,1990,0.9892234559392875,5.451250967913294,0.023335889520334902
Deaths,Jamaica,Male,Age-standardized,HIV/AIDS,Rate,1990,12.911214768598802,13.254308027799222,12.565725762859069
Deaths,Jamaica,Female,Age-standardized,HIV/AIDS,Rate,1990,6.038895829100772,6.19195716121057,5.903737435880065
Deaths,Jamaica,Both,Age-standardized,HIV/AIDS,Rate,1990,9.39337778049341,9.569333129308074,9.210605403527474
Deaths,Nicaragua,Male,Age-standardized,HIV/AIDS,Rate,1990,0.7339885606243867,0.8360159823971043,0.6281731882562263
Deaths,Nicaragua,Female,Age-standardized,HIV/AIDS,Rate,1990,0.40965038595161324,0.4482921297179503,0.3580954373193757
Deaths,Nicaragua,Both,Age-standardized,HIV/AIDS,Rate,1990,0.5650194945037927,0.62904219723039,0.49187140812759494
Deaths,Kyrgyzstan,Male,Age-standardized,HIV/AIDS,Rate,1990,1.0548633497120818,1.1198848312958978,0.9955126177998787
Deaths,Kyrgyzstan,Female,Age-standardized,HIV/AIDS,Rate,1990,0.438386476401353,0.4685844225783367,0.4103251644525741
Deaths,Kyrgyzstan,Both,Age-standardized,HIV/AIDS,Rate,1990,0.7421669376876662,0.7791473186110159,0.7097488771071367
Deaths,Georgia,Male,Age-standardized,HIV/AIDS,Rate,1990,0.04898831562602436,0.05202648174883072,0.04633863411253679
Deaths,Georgia,Female,Age-standardized,HIV/AIDS,Rate,1990,0.02042423477876481,0.02202465400706133,0.01899513996548997
Deaths,Georgia,Both,Age-standardized,HIV/AIDS,Rate,1990,0.03389493103681323,0.035456936993547884,0.03241892141940612
Deaths,Lebanon,Male,Age-standardized,HIV/AIDS,Rate,1990,2.3069574875975505,7.407563047407881,0.1262916988220448
Deaths,Lebanon,Female,Age-standardized,HIV/AIDS,Rate,1990,0.8994356671830078,2.952123623414076,0.02654046735470295
Deaths,Lebanon,Both,Age-standardized,HIV/AIDS,Rate,1990,1.5815108243503566,5.203124800671198,0.08487966981826191
Deaths,Kazakhstan,Male,Age-standardized,HIV/AIDS,Rate,1990,0.8286104831676085,0.8728129233515258,0.7874361242143673
Deaths,Kazakhstan,Female,Age-standardized,HIV/AIDS,Rate,1990,0.20313548347463806,0.21828728605313227,0.19025773622502926
Deaths,Kazakhstan,Both,Age-standardized,HIV/AIDS,Rate,1990,0.5082256232417621,0.5319466682041294,0.4857160958082952
Deaths,Namibia,Male,Age-standardized,HIV/AIDS,Rate,1990,19.740690618102025,31.72097101231578,13.269493803589151
Deaths,Namibia,Female,Age-standardized,HIV/AIDS,Rate,1990,23.405017192741663,38.59627263508488,15.47892237456924
Deaths,Namibia,Both,Age-standardized,HIV/AIDS,Rate,1990,21.61613124058145,34.84377293326588,14.492317364261009
Deaths,Republic of Korea,Male,Age-standardized,HIV/AIDS,Rate,1990,0.20039008615149445,0.2127596595784567,0.18953926460396248
Deaths,Republic of Korea,Female,Age-standardized,HIV/AIDS,Rate,1990,0.058118761774004116,0.06298241298637836,0.05323011714280826
Deaths,Republic of Korea,Both,Age-standardized,HIV/AIDS,Rate,1990,0.12763701140163647,0.13435585760412597,0.12128625891984104
Deaths,Timor-Leste,Male,Age-standardized,HIV/AIDS,Rate,1990,2.2143279921168193,13.940495138434475,0.03614749688253672
Deaths,Timor-Leste,Female,Age-standardized,HIV/AIDS,Rate,1990,1.6359234002204122,11.099936622780795,0.030850384529267673
Deaths,Timor-Leste,Both,Age-standardized,HIV/AIDS,Rate,1990,1.9302244148455148,12.013256319116515,0.036477907667513944
Deaths,China,Male,Age-standardized,HIV/AIDS,Rate,1990,0.31620261890558254,0.4620909289789496,0.08849566192919274
Deaths,China,Female,Age-standardized,HIV/AIDS,Rate,1990,0.1642537699854626,0.22853673305296845,0.04998604126795015
Deaths,China,Both,Age-standardized,HIV/AIDS,Rate,1990,0.24066740369314704,0.34553055840307373,0.06757207600160031
Deaths,Eritrea,Male,Age-standardized,HIV/AIDS,Rate,1990,14.469628373604861,37.1221271746903,5.847917795189041
